hh_ids,m_ids,dem_i_male,dem_i_age_yrs,dem_i_age_5yrgrp,dem_i_age_workage,dem_i_relhead,dem_i_hhead,dem_i_marstat,dem_i_tribe,dem_i_children_tot,dem_i_children_inhh
"KVIHK07","60134320309800000","Female",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK09","60134570891500000","Male",10,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK09","60134570939600000","Male",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK09","60134571048100000","Male",94,"[65+]",0,"Husband or wife",0,"Married/living together","Luhya",0,20
"KVIHK09","60134451225400000","Female",77,"[65+]",0,"Household head",1,"Married/living together","Luhya",0,7
"KVIHK09","60134570806400000","Male",15,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK09","60134570747900000","Female",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK09","60134451677200000","Male",17,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK09","60134570907800000","Male",17,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK09","60134451233900000","Female",18,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",1,
"KVIHK09","60134570851000000","Male",14,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK10","60134434472300000","Female",26,"[25 - 30)",1,"Husband or wife",0,"Never married/lived together","Luhya",3,0
"KVIHK10","60134511272100000","Female",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK10","60134511367700000","Female",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK10","60134434497000000","Male",33,"[30 - 35)",1,"Household head",1,"Married/living together","Luhya",3,0
"KVIHK10","60134511359700000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK10","60136695220400000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK11","60134449147100000","Male",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK11","60134449138400000","Male",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK11","60134448564700000","Male",28,"[25 - 30)",1,"Son or daughter",0,"Never married/lived together","Luhya",0,4
"KVIHK11","60134448555800000","Female",60,"[60 - 65)",1,"Household head",1,"Widowed","Luhya",2,6
"KVIHK11","60134448546700000","Male",24,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK13","60134398932000000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK13","60134399079300000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK13","60134398862700000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK13","60134398683400000","Male",38,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",4,1
"KVIHK13","60134399137700000","Female",38,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Luhya",4,1
"KVIHK13","60134399003700000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK14","60134365404000000","Female",22,"[20 - 25)",1,"Brother or sister in law",0,"Married/living together","Luhya",1,0
"KVIHK14","60134365723500000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK14","60134365662900000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK14","60134365589100000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK14","60134365798400000","Female",26,"[25 - 30)",1,"Household head",1,"Married/living together","Luhya",2,0
"KVIHK14","60134365530100000","Female",0,"[0 - 5)",0,"Niece or nephew",0,"Never married/lived together","Luhya",,
"KVIHK15","60134381107100000","Female",11,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK15","60134381261200000","Female",66,"[65+]",0,"Husband or wife",0,"Married/living together","Luhya",0,9
"KVIHK15","60134381194800000","Male",9,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK15","60134381014900000","Male",73,"[65+]",0,"Household head",1,"Married/living together","Luhya",0,0
"KVIHK15","60136194901100000","Male",16,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK16","60134389948600000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK16","60134389742200000","Male",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK16","60134389848300000","Female",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK16","60134389594300000","Female",36,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",3,1
"KVIHK17","60134382626500000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK17","60134382470000000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK17","60134382168100000","Male",65,"[65+]",0,"Household head",1,"Married/living together","Luhya",4,3
"KVIHK17","60134382549000000","Female",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK17","60134382687600000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK17","60134382361100000","Female",42,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Luhya",4,2
"KVIHK18","60134347683000000","Female",55,"[55 - 60)",1,"Husband or wife",0,"Married/living together","Luhya",1,6
"KVIHK18","60134347946200000","Male",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK18","60134347482000000","Male",65,"[65+]",0,"Household head",1,"Married/living together","Luhya",1,7
"KVIHK18","60134347866200000","Female",24,"[20 - 25)",1,"Son or daughter in law",0,"Married/living together","Luhya",1,0
"KVIHK18","60134347769700000","Male",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK19","60134337212700000","Female",60,"[60 - 65)",1,"Husband or wife",0,"Married/living together","Luhya",0,4
"KVIHK19","60134337304900000","Female",2,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK19","60134337376400000","Female",20,"[20 - 25)",1,"Son or daughter in law",0,"Married/living together","Luhya",1,0
"KVIHK19","60134336915700000","Male",65,"[65+]",0,"Household head",1,"Married/living together","Luhya",0,0
"KVIHK20","60134397695300000","Female",60,"[60 - 65)",1,"Parent (mother or father)",0,"Widowed","Luhya",1,3
"KVIHK20","60134397334500000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK20","60134397405500000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK20","60134397612400000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK20","60134397475300000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK20","60134397551000000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK20","60134397669600000","Male",36,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",5,0
"KVIHK20","60134397255200000","Female",34,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Luhya",5,0
"KVIHK21","60134398375600000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK21","60134398085800000","Male",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK21","60134397957600000","Female",43,"[40 - 45)",1,"Household head",1,"Widowed","Luhya",4,2
"KVIHK21","60134398310700000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK21","60134398182300000","Male",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK22","60134424205300000","Male",10,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK22","60134423749000000","Female",49,"[45 - 50)",1,"Household head",1,"Widowed","Kalenjin",2,4
"KVIHK22","60134423962200000","Male",36,"[35 - 40)",1,"Son or daughter",0,"Married/living together","Luhya",0,0
"KVIHK22","60134424320400000","Male",5,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK22","60134424387000000","Male",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK22","60134424067100000","Male",35,"[35 - 40)",1,"Son or daughter",0,"Separated/divorced","Luhya",1,2
"KVIHK22","60134424129200000","Female",26,"[25 - 30)",1,"Son or daughter in law",0,"Married/living together","Luhya",1,3
"KVIHK23","60134388680600000","Male",45,"[45 - 50)",1,"Household head",1,"Married/living together","Luhya",,
"KVIHK23","60134388870700000","Female",44,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Luhya",0,1
"KVIHK24","60134373050200000","Male",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK24","60134372586100000","Female",57,"[55 - 60)",1,"Household head",1,"Widowed","Luhya",0,3
"KVIHK24","60134373200600000","Male",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK24","60134372759400000","Female",30,"[30 - 35)",1,"Son or daughter in law",0,"Married/living together","Luhya",2,0
"KVIHK24","60134373261400000","Female",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK24","60134372834900000","Female",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK24","60134372960800000","Female",22,"[20 - 25)",1,"Son or daughter in law",0,"Married/living together","Luhya",1,0
"KVIHK24","60134373110200000","Male",13,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK24","60134372909300000","Male",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK26","60134431800800000","Male",94,"[65+]",0,"Parent (mother or father)",0,"Widowed","Luhya",0,6
"KVIHK26","60134432160300000","Female",9,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK26","60134431991600000","Female",40,"[40 - 45)",1,"Household head",1,"Widowed","Luhya",0,1
"KVIHK26","60134432167800000","Female",13,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Luhya",,
"KVIHK26","60134432180100000","Male",25,"[25 - 30)",1,"Step son or step daughter",0,"Never married/lived together","Luhya",,
"KVIHK29","60134363207500000","Male",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK29","60134363427700000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK29","60134363493400000","Male",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK29","60134363304900000","Male",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK29","60134363368800000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK29","60134363109500000","Female",49,"[45 - 50)",1,"Husband or wife",0,"Married/living together",,5,1
"KVIHK29","60134362920000000","Male",54,"[50 - 55)",1,"Household head",1,"Married/living together","Luhya",5,2
"KVIHK30","60135227681100000","Female",25,"[25 - 30)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK30","60134322293100000","Female",10,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK30","60134322391300000","Male",59,"[55 - 60)",1,"Household head",1,"Married/living together","Luhya",0,5
"KVIHK30","60134322152600000","Female",51,"[50 - 55)",1,"Husband or wife",0,"Married/living together","Luhya",0,5
"KVIHK31","60136096137100000","Male",6,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK31","60134372156700000","Female",14,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK31","60135884252000000","Female",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK31","60134372070200000","Male",19,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK31","60136095980800000","Female",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK31","60134371809800000","Male",32,"[30 - 35)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK31","60134372215900000","Male",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK31","60134372285200000","Female",11,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK31","60134371895700000","Female",72,"[65+]",0,"Household head",1,"Widowed","Luhya",1,7
"KVIHK32","60134338584200000","Female",48,"[45 - 50)",1,"Household head",1,"Widowed","Luhya",3,3
"KVIHK32","60134338922500000","Female",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK32","60134338834600000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK32","60134338982800000","Female",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK32","60134338737500000","Male",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK32","60134339058500000","Female",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK33","60134380559700000","Male",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK33","60134380795300000","Female",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK33","60134380706500000","Female",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK33","60134380370600000","Female",50,"[50 - 55)",1,"Household head",1,"Married/living together","Luhya",4,3
"KVIHK33","60134380643200000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK34","60134434230600000","Female",2,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK34","60134434026200000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK34","60134389236400000","Male",24,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK34","60134433892200000","Female",50,"[50 - 55)",1,"Household head",1,"Married/living together","Luhya",,
"KVIHK34","60134434132900000","Female",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK34","60134434085400000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK36","60134364877000000","Male",27,"[25 - 30)",1,"Household head",1,"Married/living together","Luhya",2,0
"KVIHK36","60134365109700000","Female",12,"[10 - 15)",0,"Brother or sister in law",0,"Never married/lived together","Luhya",,
"KVIHK36","60138507937600000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK36","60134364950200000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK36","60134364733800000","Female",23,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Luhya",2,0
"KVIHK36","60138508128900000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK36","60134365049300000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK38","60134406343100000","Female",6,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHK38","60134406421700000","Male",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK38","60134406137900000","Female",52,"[50 - 55)",1,"Household head",1,"Married/living together","Luhya",1,3
"KVIHK39","60134424910700000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK39","60134425127300000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK39","60134424754100000","Female",35,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",0,0
"KVIHK40","60134547419200000","Male",31,"[30 - 35)",1,"Household head",1,"Married/living together","Luhya",2,1
"KVIHK40","60134543832000000","Female",30,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Kamba",2,0
"KVIHK40","60134543945100000","Male",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK40","60134543950400000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KZIMA04","89136428585200000","Female",37,"[35 - 40)",1,"Household head",1,"Widowed","Kikuyu",1,1
"KZIMA04","89136428764400000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KZIMA05","89136369003600000","Female",48,"[45 - 50)",1,"Household head",1,"Widowed","Kikuyu",0,1
"KZIMA08","89137058566800000","Female",21,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Kamba",1,0
"KZIMA08","89136376471200000","Male",26,"[25 - 30)",1,"Household head",1,"Married/living together","Embu",0,1
"KZIMA08","89137058618900000","Female",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Embu",,
