hh_ids,hh_int_situation,hh_circ_move_why,hh_circ_move_when,hh_circ_problems,hh_inf_wall_material,hh_inf_roof_material,hh_inf_floor_material,hh_inf_cookfuel_source,hh_inf_lighting_source,hh_inf_water_source,hh_inf_rooms_habitable,hh_inf_rooms_other,hh_inf_toilet_type,hh_inf_toilet_shared,hh_inf_housing_type,hh_inf_electricity_access,hh_inf_interiorcond,hh_inf_exteriorcond,hh_asset_internet_access,hh_asset_iron_any,hh_asset_mosqnets_N,hh_asset_towels_N,hh_asset_fryingpan_N,hh_env_settingdesc,hh_env_desc,hh_env_dilapbuildings,hh_env_streets,hh_env_trash,hh_ownership_type,hh_ownership_plotacquisition,hh_ownership_houseacquisition,hh_ownership_docu,hh_otherprop_any,hh_otherprop_N,hh_otherprop1_docu,hh_otherprop1_use,hh_otherprop1_value,hh_otherprop2_use,hh_otherprop2_value,hh_otherprop2_docu,hh_otherprop3_docu,hh_otherprop3_use,hh_otherprop3_value,hh_othershamba_N,hh_othershamba1_docu,hh_othershamba1_use,hh_othershamba1_value,hh_othershamba2_docu,hh_othershamba2_use,hh_othershamba2_value,hh_othershamba3_docu,hh_othershamba3_use,hh_othershamba3_value
"KVIHK11","01=Initial questionnaire","15=Needed larger house or apartment",1/1/1976,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",3,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Cyber cafe","No",2,0,0,"Rural","02=Single family detached houses","01=A few of them","mud","98=None",1,"Bought plot using assets/savings kept elsewhere","Built using assets/savings kept elsewhere","No written agreement","Yes",1,"01=No written agreement","04=Agricultural property",200000,"",,"","","",,1,"03=Yes, a title deed","04=Agricultural property",700000,"","",,"","",
"KVIHK13","01=Initial questionnaire","03=Started own household",1/1/1998,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Mud/wood","Grass, thatch, makuti","Earth/Cowdung","Collected firewood","Paraffin","Protected well",1,1,"Pit latrine, uncovered","Shared","Shack","No access","Dilapidated","Dilapidated","Does not access internet","No",2,0,0,"Rural","02=Single family detached houses","98=None","mud when it rains","98=None",1,"Bought plot using assets/savings kept elsewhere","Inherited","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK14","01=Initial questionnaire","03=Started own household",10/1/2010,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Borehole",4,2,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",3,2,1,"Rural","02=Single family detached houses","01=A few of them","mud","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK15","01=Initial questionnaire","03=Started own household",1/1/1983,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",3,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",0,0,1,"Rural","02=Single family detached houses","98=None","mud","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK16","01=Initial questionnaire","03=Started own household",1/1/2002,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Borehole",2,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",2,2,1,"Rural","02=Single family detached houses","01=A few of them","mud","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK17","01=Initial questionnaire","03=Started own household",1/1/1986,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",4,0,0,"Rural","02=Single family detached houses","98=None","muddy road","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","Yes",,"","",,"",,"","","",,,"01=No written agreement","01=Personal use",500000,"","",,"","",
"KVIHK18","01=Initial questionnaire","01=No move,15=Needed larger house or apartment",5/1/1998,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",5,3,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",3,1,1,"Rural","02=Single family detached houses","01=A few of them","muddy","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK19","01=Initial questionnaire","03=Started own household",1/1/1981,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,2,"Pit latrine, uncovered","Private",,"No access","No major problems","No major problems","Cyber cafe","Yes",3,3,1,"Rural","02=Single family detached houses","01=A few of them","Mud on the road","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","Yes",1,"03=Yes, a title deed","04=Agricultural property",400000,"",,"","","",,1,"Not collected","04=Agricultural property",,"","",,"","",
"KVIHK20","01=Initial questionnaire","03=Started own household",1/1/1994,"09=None","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Unprotected spring",3,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",2,1,0,"Rural","02=Single family detached houses","98=None","unccleared path","98=None",1,"Bought plot using assets/savings kept elsewhere","Inherited","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK21","01=Initial questionnaire","15=Needed larger house or apartment",6/1/1992,"01=Leaky roof or ceilling","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Unprotected spring",4,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Cyber cafe","Yes",4,1,1,"Rural","02=Single family detached houses","98=None","no major issues","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK22","01=Initial questionnaire","15=Needed larger house or apartment",1/1/1989,"09=None","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Purchased firewood","Protected spring",4,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",3,2,1,"Rural","02=Single family detached houses","98=None","no major problem","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK23","01=Initial questionnaire","03=Started own household",2/1/2010,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",3,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",3,2,0,"Rural","02=Single family detached houses","98=None","long grass","98=None",1,"Bought plot using assets/savings kept elsewhere","Inherited","No written agreement","Yes",,"","",,"",,"","","",,,"03=Yes, a title deed","04=Agricultural property",400000,"","",,"","",
"KVIHK24","01=Initial questionnaire","03=Started own household",1/1/1987,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Piped somewhere else (outside, neighbor)",3,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",3,0,1,"Rural","02=Single family detached houses","98=None","mud","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK26","01=Initial questionnaire","15=Needed larger house or apartment",1/1/2000,"09=None","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Electricity","Borehole",4,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","Yes, own electricity","No major problems","No major problems","Does not access internet","Yes",4,4,1,"Rural","02=Single family detached houses","98=None","no issues","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK29","01=Initial questionnaire","15=Needed larger house or apartment",1/1/2004,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,2,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","Dilapidated","No major problems","Does not access internet","Yes",3,1,0,"Rural","02=Single family detached houses","01=A few of them","mud","98=None",1,"Inherited","Inherited","No written agreement","Yes",1,"01=No written agreement","04=Agricultural property",250000,"",,"","","",,0,"03=Yes, a title deed","04=Agricultural property",1500000,"","",,"","",
"KVIHK30","01=Initial questionnaire","01=No move",4/23/1979,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/cement","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Solar","Piped somewhere else (outside, neighbor)",4,3,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","No major problems","Does not access internet","No",1,1,1,"Rural","02=Single family detached houses","01=A few of them","poor road","98=None",1,"Inherited","Built using credit/loan from bank, SACCO, or MFI","No written agreement","Yes",1,"03=Yes, a title deed","04=Agricultural property",,"",,"","","",,1,"03=Yes, a title deed","04=Agricultural property",500000,"","",,"","",
"KVIHK31","01=Initial questionnaire","15=Needed larger house or apartment",8/1/1971,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Electricity","Piped somewhere else (outside, neighbor)",4,2,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","Yes, own electricity","No major problems","No major problems","Does not access internet","No",2,2,1,"Rural","02=Single family detached houses","98=None","mud","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK32","01=Initial questionnaire","03=Started own household",3/17/1992,"03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",3,2,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",6,0,1,"Rural","02=Single family detached houses","98=None","mud","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK33","01=Initial questionnaire","15=Needed larger house or apartment",7/28/1997,"09=None","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Piped somewhere else (outside, neighbor)",5,3,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",3,0,0,"Rural","02=Single family detached houses","98=None","","98=None",1,"Inherited","Built using credit/loan from bank, SACCO, or MFI","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK34","01=Initial questionnaire","15=Needed larger house or apartment",1/1/1980,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Solar","Piped somewhere else (outside, neighbor)",3,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",3,0,1,"Rural","02=Single family detached houses","98=None","mud","98=None",1,"Inherited","Built using credit/loan from bank, SACCO, or MFI","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOK36","01=Initial questionnaire","09=Other employment related reason",6/1/1996,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects,07=Extremely hot or cold","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Paraffin","Electricity","Water vendor",2,2,"Pit latrine, uncovered","Shared","Swahili type house","Yes, from neighbor or unofficial soure","Some peeling paint, cracks in walls, rusted iron sheets","No major problems","Does not access internet","Yes",0,4,0,"Urban","03=Single family attached houses","02=Most of them","01=Open sewage","02=Major accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOK38","01=Initial questionnaire","15=Needed larger house or apartment",1/1/2008,"01=Leaky roof or ceilling","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Paraffin","Electricity","Piped into dwelling",2,2,"Main sewer","Private","Flat","Yes, own electricity","No major problems","No major problems","Own mobile phone","No",0,2,1,"Urban","04=Mult- unit residential buildings (flats)","98=None","no major problems","01=Minor accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOK39","01=Initial questionnaire","12=Wanted better neighborhood",9/13/2006,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Stone","Corrugated iron, mabati","Cement/Concrete/Slab","Gas/LPG","Electricity","Piped somewhere else (outside, neighbor)",1,1,"Septic tank","Shared","Swahili type house","Yes, from neighbor or unofficial soure","No major problems","No major problems","Own mobile phone","Yes",0,4,1,"Urban","03=Single family attached houses","01=A few of them","01=Open sewage","01=Minor accumulation",4,,,,"Yes",1,"01=No written agreement","04=Agricultural property",150000,"",,"","","",,,"","",,"","",,"","",
